Ano,Ciudad,Deporte,Especialidad,Ganador,Competencia,Genero,Medalla
1956,CORTINA D'AMPEZZO,Skiing,Nordic Combined,NOR,individual,M,Gold
1956,CORTINA D'AMPEZZO,Skiing,Nordic Combined,POL,individual,M,Bronze
1956,CORTINA D'AMPEZZO,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold
1956,CORTINA D'AMPEZZO,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze
1956,CORTINA D'AMPEZZO,Skiing,Alpine Skiing,SUI,downhill,M,Silver
1956,CORTINA D'AMPEZZO,Skiing,Alpine Skiing,SUI,downhill,W,Gold
1956,CORTINA D'AMPEZZO,Skiing,Alpine Skiing,SUI,downhill,W,Silver
1956,CORTINA D'AMPEZZO,Skiing,Alpine Skiing,SUI,slalom,W,Gold
1956,CORTINA D'AMPEZZO,Skating,Speed skating,SWE,10000m,M,Gold
1956,CORTINA D'AMPEZZO,Skating,Speed skating,SWE,5000m,M,Silver
1956,CORTINA D'AMPEZZO,Skiing,Alpine Skiing,SWE,slalom,M,Bronze
1956,CORTINA D'AMPEZZO,Skiing,Cross Country S,SWE,10km,W,Bronze
1956,CORTINA D'AMPEZZO,Skiing,Cross Country S,SWE,15km,M,Silver
1956,CORTINA D'AMPEZZO,Skiing,Cross Country S,SWE,30km mass start,M,Silver
1956,CORTINA D'AMPEZZO,Skiing,Cross Country S,SWE,3x5km relay,W,Bronze
1956,CORTINA D'AMPEZZO,Skiing,Cross Country S,SWE,4x10km relay,M,Bronze
1956,CORTINA D'AMPEZZO,Skiing,Cross Country S,SWE,50km,M,Gold
1956,CORTINA D'AMPEZZO,Skiing,Nordic Combined,SWE,individual,M,Silver
1956,CORTINA D'AMPEZZO,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
1956,CORTINA D'AMPEZZO,Skating,Speed skating,URS,10000m,M,Bronze
1956,CORTINA D'AMPEZZO,Skating,Speed skating,URS,1500m,M,Gold
1956,CORTINA D'AMPEZZO,Skating,Speed skating,URS,1500m,M,Gold
1956,CORTINA D'AMPEZZO,Skating,Speed skating,URS,5000m,M,Bronze
1956,CORTINA D'AMPEZZO,Skating,Speed skating,URS,5000m,M,Gold
1956,CORTINA D'AMPEZZO,Skating,Speed skating,URS,500m,M,Gold
1956,CORTINA D'AMPEZZO,Skating,Speed skating,URS,500m,M,Silver
1956,CORTINA D'AMPEZZO,Skiing,Alpine Skiing,URS,slalom,W,Bronze
1956,CORTINA D'AMPEZZO,Skiing,Cross Country S,URS,10km,W,Gold
1956,CORTINA D'AMPEZZO,Skiing,Cross Country S,URS,10km,W,Silver
1956,CORTINA D'AMPEZZO,Skiing,Cross Country S,URS,15km,M,Bronze
1956,CORTINA D'AMPEZZO,Skiing,Cross Country S,URS,30km mass start,M,Bronze
1956,CORTINA D'AMPEZZO,Skiing,Cross Country S,URS,3x5km relay,W,Silver
1956,CORTINA D'AMPEZZO,Skiing,Cross Country S,URS,4x10km relay,M,Gold
1956,CORTINA D'AMPEZZO,Skiing,Cross Country S,URS,50km,M,Bronze
1956,CORTINA D'AMPEZZO,Bobsleigh,Bobsleigh,USA,four-man,M,Bronze
1956,CORTINA D'AMPEZZO,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver
1956,CORTINA D'AMPEZZO,Skating,Figure skating,USA,individual,M,Bronze
1956,CORTINA D'AMPEZZO,Skating,Figure skating,USA,individual,M,Gold
1956,CORTINA D'AMPEZZO,Skating,Figure skating,USA,individual,M,Silver
1956,CORTINA D'AMPEZZO,Skating,Figure skating,USA,individual,W,Gold
1956,CORTINA D'AMPEZZO,Skating,Figure skating,USA,individual,W,Silver
1960,SQUAW VALLEY,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
1960,SQUAW VALLEY,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
1960,SQUAW VALLEY,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver
1960,SQUAW VALLEY,Skiing,Alpine Skiing,AUT,slalom,M,Gold
1960,SQUAW VALLEY,Skiing,Alpine Skiing,AUT,slalom,M,Silver
1960,SQUAW VALLEY,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze
1960,SQUAW VALLEY,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Silver
1960,SQUAW VALLEY,Skating,Figure skating,CAN,individual,M,Bronze
1960,SQUAW VALLEY,Skating,Figure skating,CAN,pairs,X,Gold
1960,SQUAW VALLEY,Skiing,Alpine Skiing,CAN,slalom,W,Gold
1960,SQUAW VALLEY,Skating,Figure skating,EUA,pairs,X,Silver
1960,SQUAW VALLEY,Skating,Speed skating,EUA,1000m,W,Silver
1960,SQUAW VALLEY,Skating,Speed skating,EUA,500m,W,Gold
1960,SQUAW VALLEY,Skiing,Alpine Skiing,EUA,downhill,M,Silver
1960,SQUAW VALLEY,Skiing,Alpine Skiing,EUA,downhill,W,Gold
1960,SQUAW VALLEY,Skiing,Alpine Skiing,EUA,slalom,W,Bronze
1960,SQUAW VALLEY,Skiing,Nordic Combined,EUA,individual,M,Gold
1960,SQUAW VALLEY,Skiing,Ski Jumping,EUA,K90 individual (70m),M,Gold
1960,SQUAW VALLEY,Biathlon,Biathlon,FIN,20km,M,Silver
1960,SQUAW VALLEY,Skating,Speed skating,FIN,3000m,W,Bronze
1960,SQUAW VALLEY,Skiing,Cross Country S,FIN,15km,M,Bronze
1960,SQUAW VALLEY,Skiing,Cross Country S,FIN,3x5km relay,W,Bronze
1960,SQUAW VALLEY,Skiing,Cross Country S,FIN,4x10km relay,M,Gold
1960,SQUAW VALLEY,Skiing,Cross Country S,FIN,50km,M,Gold
1960,SQUAW VALLEY,Skiing,Cross Country S,FIN,50km,M,Silver
1960,SQUAW VALLEY,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver
1960,SQUAW VALLEY,Skiing,Alpine Skiing,FRA,downhill,M,Bronze
1960,SQUAW VALLEY,Skiing,Alpine Skiing,FRA,downhill,M,Gold
1960,SQUAW VALLEY,Skiing,Alpine Skiing,FRA,slalom,M,Bronze
1960,SQUAW VALLEY,Skiing,Alpine Skiing,ITA,giant slalom,W,Bronze
1960,SQUAW VALLEY,Skating,Figure skating,NED,individual,W,Silver
1960,SQUAW VALLEY,Skating,Speed skating,NED,5000m,M,Bronze
1960,SQUAW VALLEY,Skating,Speed skating,NOR,10000m,M,Gold
1960,SQUAW VALLEY,Skating,Speed skating,NOR,1500m,M,Gold
1960,SQUAW VALLEY,Skating,Speed skating,NOR,5000m,M,Silver
1960,SQUAW VALLEY,Skiing,Cross Country S,NOR,15km,M,Gold
1960,SQUAW VALLEY,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
1960,SQUAW VALLEY,Skiing,Nordic Combined,NOR,individual,M,Silver
1960,SQUAW VALLEY,Skating,Speed skating,POL,1500m,W,Bronze
1960,SQUAW VALLEY,Skating,Speed skating,POL,1500m,W,Silver
1960,SQUAW VALLEY,Skiing,Alpine Skiing,SUI,giant slalom,M,Gold
1960,SQUAW VALLEY,Skiing,Alpine Skiing,SUI,giant slalom,W,Gold
1960,SQUAW VALLEY,Biathlon,Biathlon,SWE,20km,M,Gold
1960,SQUAW VALLEY,Skating,Speed skating,SWE,10000m,M,Bronze
1960,SQUAW VALLEY,Skiing,Cross Country S,SWE,15km,M,Silver
1960,SQUAW VALLEY,Skiing,Cross Country S,SWE,30km mass start,M,Gold
1960,SQUAW VALLEY,Skiing,Cross Country S,SWE,30km mass start,M,Silver
1960,SQUAW VALLEY,Skiing,Cross Country S,SWE,3x5km relay,W,Gold
1960,SQUAW VALLEY,Skiing,Cross Country S,SWE,50km,M,Bronze
1960,SQUAW VALLEY,Skating,Figure skating,TCH,individual,M,Silver
1960,SQUAW VALLEY,Biathlon,Biathlon,URS,20km,M,Bronze
1960,SQUAW VALLEY,Ice Hockey,Ice Hockey,URS,ice hockey,M,Bronze
1960,SQUAW VALLEY,Skating,Speed skating,URS,10000m,M,Silver
1960,SQUAW VALLEY,Skating,Speed skating,URS,1000m,W,Bronze
1960,SQUAW VALLEY,Skating,Speed skating,URS,1000m,W,Gold
1960,SQUAW VALLEY,Skating,Speed skating,URS,1500m,M,Bronze
1960,SQUAW VALLEY,Skating,Speed skating,URS,1500m,M,Gold
1960,SQUAW VALLEY,Skating,Speed skating,URS,1500m,W,Gold
1960,SQUAW VALLEY,Skating,Speed skating,URS,3000m,W,Gold
1960,SQUAW VALLEY,Skating,Speed skating,URS,3000m,W,Silver
1960,SQUAW VALLEY,Skating,Speed skating,URS,5000m,M,Gold
1960,SQUAW VALLEY,Skating,Speed skating,URS,500m,M,Bronze
1960,SQUAW VALLEY,Skating,Speed skating,URS,500m,M,Gold
1960,SQUAW VALLEY,Skating,Speed skating,URS,500m,W,Silver
1960,SQUAW VALLEY,Skiing,Cross Country S,URS,10km,W,Bronze
1960,SQUAW VALLEY,Skiing,Cross Country S,URS,10km,W,Gold
1960,SQUAW VALLEY,Skiing,Cross Country S,URS,10km,W,Silver
1960,SQUAW VALLEY,Skiing,Cross Country S,URS,30km mass start,M,Bronze
1960,SQUAW VALLEY,Skiing,Cross Country S,URS,3x5km relay,W,Silver
1960,SQUAW VALLEY,Skiing,Cross Country S,URS,4x10km relay,M,Bronze
1960,SQUAW VALLEY,Skiing,Nordic Combined,URS,individual,M,Bronze
1960,SQUAW VALLEY,Ice Hockey,Ice Hockey,USA,ice hockey,M,Gold
1960,SQUAW VALLEY,Skating,Figure skating,USA,individual,M,Gold
1960,SQUAW VALLEY,Skating,Figure skating,USA,individual,W,Bronze
1960,SQUAW VALLEY,Skating,Figure skating,USA,individual,W,Gold
1960,SQUAW VALLEY,Skating,Figure skating,USA,pairs,X,Bronze
1960,SQUAW VALLEY,Skating,Speed skating,USA,500m,M,Silver
1960,SQUAW VALLEY,Skating,Speed skating,USA,500m,W,Bronze
1960,SQUAW VALLEY,Skiing,Alpine Skiing,USA,downhill,W,Silver
1960,SQUAW VALLEY,Skiing,Alpine Skiing,USA,giant slalom,W,Silver
1960,SQUAW VALLEY,Skiing,Alpine Skiing,USA,slalom,W,Silver
1964,INNSBRUCK,Bobsleigh,Bobsleigh,AUT,four-man,M,Silver
1964,INNSBRUCK,Luge,Luge,AUT,doubles,X,Gold
1964,INNSBRUCK,Luge,Luge,AUT,doubles,X,Silver
1964,INNSBRUCK,Luge,Luge,AUT,singles,W,Bronze
1964,INNSBRUCK,Skating,Figure skating,AUT,individual,W,Silver
1964,INNSBRUCK,Skiing,Alpine Skiing,AUT,downhill,M,Gold
1964,INNSBRUCK,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
1964,INNSBRUCK,Skiing,Alpine Skiing,AUT,downhill,W,Gold
1964,INNSBRUCK,Skiing,Alpine Skiing,AUT,downhill,W,Silver
1964,INNSBRUCK,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
1964,INNSBRUCK,Skiing,Alpine Skiing,AUT,giant slalom,M,Silver
1964,INNSBRUCK,Skiing,Alpine Skiing,AUT,slalom,M,Gold
1964,INNSBRUCK,Bobsleigh,Bobsleigh,CAN,four-man,M,Gold
1964,INNSBRUCK,Skating,Figure skating,CAN,individual,W,Bronze
1964,INNSBRUCK,Skating,Figure skating,CAN,pairs,X,Bronze
1964,INNSBRUCK,Luge,Luge,EUA,singles,M,Bronze
1964,INNSBRUCK,Luge,Luge,EUA,singles,M,Gold
1964,INNSBRUCK,Luge,Luge,EUA,singles,M,Silver
1964,INNSBRUCK,Luge,Luge,EUA,singles,W,Gold
1964,INNSBRUCK,Luge,Luge,EUA,singles,W,Silver
1964,INNSBRUCK,Skating,Figure skating,EUA,individual,M,Gold
1964,INNSBRUCK,Skating,Figure skating,EUA,pairs,X,Silver
1964,INNSBRUCK,Skiing,Alpine Skiing,EUA,downhill,M,Bronze
1964,INNSBRUCK,Skiing,Nordic Combined,EUA,individual,M,Bronze
1964,INNSBRUCK,Skating,Speed skating,FIN,1000m,W,Bronze
1964,INNSBRUCK,Skating,Speed skating,FIN,1500m,W,Silver
1964,INNSBRUCK,Skiing,Cross Country S,FIN,15km,M,Gold
1964,INNSBRUCK,Skiing,Cross Country S,FIN,30km mass start,M,Gold
1964,INNSBRUCK,Skiing,Cross Country S,FIN,3x5km relay,W,Bronze
1964,INNSBRUCK,Skiing,Cross Country S,FIN,4x10km relay,M,Silver
1964,INNSBRUCK,Skiing,Cross Country S,FIN,50km,M,Bronze
1964,INNSBRUCK,Skiing,Cross Country S,FIN,5km,W,Silver
1964,INNSBRUCK,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Silver
1964,INNSBRUCK,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Gold
1964,INNSBRUCK,Skating,Figure skating,FRA,individual,M,Silver
1964,INNSBRUCK,Skiing,Alpine Skiing,FRA,downhill,M,Silver
1964,INNSBRUCK,Skiing,Alpine Skiing,FRA,giant slalom,M,Gold
1964,INNSBRUCK,Skiing,Alpine Skiing,FRA,giant slalom,W,Gold
1964,INNSBRUCK,Skiing,Alpine Skiing,FRA,giant slalom,W,Silver
1964,INNSBRUCK,Skiing,Alpine Skiing,FRA,slalom,W,Gold
1964,INNSBRUCK,Skiing,Alpine Skiing,FRA,slalom,W,Silver
1964,INNSBRUCK,Bobsleigh,Bobsleigh,GBR,two-man,M,Gold
1964,INNSBRUCK,Bobsleigh,Bobsleigh,ITA,four-man,M,Bronze
1964,INNSBRUCK,Bobsleigh,Bobsleigh,ITA,two-man,M,Bronze
1964,INNSBRUCK,Bobsleigh,Bobsleigh,ITA,two-man,M,Silver
1964,INNSBRUCK,Luge,Luge,ITA,doubles,X,Bronze
1964,INNSBRUCK,Skating,Figure skating,NED,individual,W,Gold
1964,INNSBRUCK,Skating,Speed skating,NED,1500m,M,Silver
1964,INNSBRUCK,Biathlon,Biathlon,NOR,20km,M,Bronze
1964,INNSBRUCK,Skating,Speed skating,NOR,10000m,M,Bronze
1964,INNSBRUCK,Skating,Speed skating,NOR,10000m,M,Silver
1964,INNSBRUCK,Skating,Speed skating,NOR,1500m,M,Bronze
1964,INNSBRUCK,Skating,Speed skating,NOR,5000m,M,Bronze
1964,INNSBRUCK,Skating,Speed skating,NOR,5000m,M,Gold
1964,INNSBRUCK,Skating,Speed skating,NOR,5000m,M,Silver
1964,INNSBRUCK,Skating,Speed skating,NOR,500m,M,Silver
1964,INNSBRUCK,Skiing,Cross Country S,NOR,15km,M,Silver
1964,INNSBRUCK,Skiing,Cross Country S,NOR,30km mass start,M,Silver
1964,INNSBRUCK,Skiing,Nordic Combined,NOR,individual,M,Gold
1964,INNSBRUCK,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze
1964,INNSBRUCK,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Gold
1964,INNSBRUCK,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Bronze
1964,INNSBRUCK,Skiing,Ski Jumping,NOR,K90 individual (70m),M,Silver
1964,INNSBRUCK,Skating,Speed skating,PRK,3000m,W,Silver
1964,INNSBRUCK,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Silver
1964,INNSBRUCK,Skating,Speed skating,SWE,10000m,M,Gold
1964,INNSBRUCK,Skiing,Cross Country S,SWE,15km,M,Bronze
1964,INNSBRUCK,Skiing,Cross Country S,SWE,3x5km relay,W,Silver
1964,INNSBRUCK,Skiing,Cross Country S,SWE,4x10km relay,M,Gold
1964,INNSBRUCK,Skiing,Cross Country S,SWE,50km,M,Gold
1964,INNSBRUCK,Skiing,Cross Country S,SWE,50km,M,Silver
1964,INNSBRUCK,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Bronze
1964,INNSBRUCK,Biathlon,Biathlon,URS,20km,M,Gold
1964,INNSBRUCK,Biathlon,Biathlon,URS,20km,M,Silver
1964,INNSBRUCK,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
1964,INNSBRUCK,Skating,Figure skating,URS,pairs,X,Gold
1964,INNSBRUCK,Skating,Speed skating,URS,1000m,W,Gold
1964,INNSBRUCK,Skating,Speed skating,URS,1000m,W,Silver
1964,INNSBRUCK,Skating,Speed skating,URS,1500m,M,Gold
1964,INNSBRUCK,Skating,Speed skating,URS,1500m,W,Bronze
1964,INNSBRUCK,Skating,Speed skating,URS,1500m,W,Gold
1964,INNSBRUCK,Skating,Speed skating,URS,3000m,W,Gold
1964,INNSBRUCK,Skating,Speed skating,URS,3000m,W,Silver
1964,INNSBRUCK,Skating,Speed skating,URS,500m,M,Silver
1964,INNSBRUCK,Skating,Speed skating,URS,500m,M,Silver
1964,INNSBRUCK,Skating,Speed skating,URS,500m,W,Bronze
1964,INNSBRUCK,Skating,Speed skating,URS,500m,W,Gold
1964,INNSBRUCK,Skating,Speed skating,URS,500m,W,Silver
1964,INNSBRUCK,Skiing,Cross Country S,URS,10km,W,Bronze
1964,INNSBRUCK,Skiing,Cross Country S,URS,10km,W,Gold
1964,INNSBRUCK,Skiing,Cross Country S,URS,10km,W,Silver
1964,INNSBRUCK,Skiing,Cross Country S,URS,30km mass start,M,Bronze
1964,INNSBRUCK,Skiing,Cross Country S,URS,3x5km relay,W,Gold
1964,INNSBRUCK,Skiing,Cross Country S,URS,4x10km relay,M,Bronze
1964,INNSBRUCK,Skiing,Cross Country S,URS,5km,W,Bronze
1964,INNSBRUCK,Skiing,Cross Country S,URS,5km,W,Gold
1964,INNSBRUCK,Skiing,Nordic Combined,URS,individual,M,Silver
1964,INNSBRUCK,Skating,Figure skating,USA,individual,M,Bronze
1964,INNSBRUCK,Skating,Speed skating,USA,500m,M,Gold
1964,INNSBRUCK,Skiing,Alpine Skiing,USA,giant slalom,W,Silver
1964,INNSBRUCK,Skiing,Alpine Skiing,USA,slalom,M,Bronze
1964,INNSBRUCK,Skiing,Alpine Skiing,USA,slalom,M,Silver
1964,INNSBRUCK,Skiing,Alpine Skiing,USA,slalom,W,Bronze
1968,GRENOBLE,Bobsleigh,Bobsleigh,AUT,four-man,M,Silver
1968,GRENOBLE,Luge,Luge,AUT,doubles,X,Silver
1968,GRENOBLE,Luge,Luge,AUT,singles,M,Gold
1968,GRENOBLE,Skating,Figure skating,AUT,individual,M,Gold
1968,GRENOBLE,Skiing,Alpine Skiing,AUT,downhill,W,Bronze
1968,GRENOBLE,Skiing,Alpine Skiing,AUT,downhill,W,Gold
1968,GRENOBLE,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
1968,GRENOBLE,Skiing,Alpine Skiing,AUT,slalom,M,Bronze
1968,GRENOBLE,Skiing,Alpine Skiing,AUT,slalom,M,Silver
1968,GRENOBLE,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze
1968,GRENOBLE,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Silver
1968,GRENOBLE,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Bronze
1968,GRENOBLE,Skiing,Alpine Skiing,CAN,giant slalom,W,Gold
1968,GRENOBLE,Skiing,Alpine Skiing,CAN,slalom,W,Silver
1968,GRENOBLE,Skating,Speed skating,FIN,1500m,W,Gold
1968,GRENOBLE,Skating,Speed skating,FIN,3000m,W,Silver
1968,GRENOBLE,Skiing,Cross Country S,FIN,15km,M,Silver
1968,GRENOBLE,Skiing,Cross Country S,FIN,30km mass start,M,Bronze
1968,GRENOBLE,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze
1968,GRENOBLE,Skating,Figure skating,FRA,individual,M,Bronze
1968,GRENOBLE,Skiing,Alpine Skiing,FRA,downhill,M,Gold
1968,GRENOBLE,Skiing,Alpine Skiing,FRA,downhill,M,Silver
1968,GRENOBLE,Skiing,Alpine Skiing,FRA,downhill,W,Silver
1968,GRENOBLE,Skiing,Alpine Skiing,FRA,giant slalom,M,Gold
1968,GRENOBLE,Skiing,Alpine Skiing,FRA,giant slalom,W,Silver
1968,GRENOBLE,Skiing,Alpine Skiing,FRA,slalom,M,Gold
1968,GRENOBLE,Skiing,Alpine Skiing,FRA,slalom,W,Bronze
1968,GRENOBLE,Skiing,Alpine Skiing,FRA,slalom,W,Gold
1968,GRENOBLE,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver
1968,GRENOBLE,Luge,Luge,FRG,doubles,X,Bronze
1968,GRENOBLE,Luge,Luge,FRG,singles,W,Bronze
1968,GRENOBLE,Luge,Luge,FRG,singles,W,Silver
1968,GRENOBLE,Skating,Figure skating,FRG,pairs,X,Bronze
1968,GRENOBLE,Skating,Speed skating,FRG,500m,M,Gold
1968,GRENOBLE,Skiing,Nordic Combined,FRG,individual,M,Gold
1968,GRENOBLE,Luge,Luge,GDR,doubles,X,Gold
1968,GRENOBLE,Luge,Luge,GDR,singles,M,Bronze
1968,GRENOBLE,Luge,Luge,GDR,singles,M,Silver
1968,GRENOBLE,Skating,Figure skating,GDR,individual,W,Silver
1968,GRENOBLE,Skiing,Nordic Combined,GDR,individual,M,Bronze
1968,GRENOBLE,Bobsleigh,Bobsleigh,ITA,four-man,M,Gold
1968,GRENOBLE,Bobsleigh,Bobsleigh,ITA,two-man,M,Gold
1968,GRENOBLE,Luge,Luge,ITA,singles,W,Gold
1968,GRENOBLE,Skiing,Cross Country S,ITA,30km mass start,M,Gold
1968,GRENOBLE,Skating,Speed skating,NED,1000m,W,Gold
1968,GRENOBLE,Skating,Speed skating,NED,1500m,M,Gold
1968,GRENOBLE,Skating,Speed skating,NED,1500m,M,Silver
1968,GRENOBLE,Skating,Speed skating,NED,1500m,W,Bronze
1968,GRENOBLE,Skating,Speed skating,NED,1500m,W,Silver
1968,GRENOBLE,Skating,Speed skating,NED,3000m,W,Bronze
1968,GRENOBLE,Skating,Speed skating,NED,3000m,W,Gold
1968,GRENOBLE,Skating,Speed skating,NED,5000m,M,Bronze
1968,GRENOBLE,Skating,Speed skating,NED,5000m,M,Silver
1968,GRENOBLE,Biathlon,Biathlon,NOR,20km,M,Gold
1968,GRENOBLE,Biathlon,Biathlon,NOR,4x7.5km relay,M,Silver
1968,GRENOBLE,Skating,Speed skating,NOR,10000m,M,Silver
1968,GRENOBLE,Skating,Speed skating,NOR,1500m,M,Silver
1968,GRENOBLE,Skating,Speed skating,NOR,5000m,M,Gold
1968,GRENOBLE,Skating,Speed skating,NOR,500m,M,Silver
1968,GRENOBLE,Skiing,Cross Country S,NOR,10km,W,Bronze
1968,GRENOBLE,Skiing,Cross Country S,NOR,10km,W,Silver
1968,GRENOBLE,Skiing,Cross Country S,NOR,15km,M,Gold
1968,GRENOBLE,Skiing,Cross Country S,NOR,30km mass start,M,Silver
1968,GRENOBLE,Skiing,Cross Country S,NOR,3x5km relay,W,Gold
1968,GRENOBLE,Skiing,Cross Country S,NOR,4x10km relay,M,Gold
1968,GRENOBLE,Skiing,Cross Country S,NOR,50km,M,Gold
1968,GRENOBLE,Skiing,Ski Jumping,NOR,K120 individual (90m),M,Bronze
1968,GRENOBLE,Bobsleigh,Bobsleigh,ROU,two-man,M,Bronze
1968,GRENOBLE,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze
1968,GRENOBLE,Skiing,Alpine Skiing,SUI,downhill,M,Bronze
1968,GRENOBLE,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
1968,GRENOBLE,Skiing,Alpine Skiing,SUI,giant slalom,W,Bronze
1968,GRENOBLE,Skiing,Cross Country S,SUI,50km,M,Bronze
1968,GRENOBLE,Skiing,Nordic Combined,SUI,individual,M,Silver
1968,GRENOBLE,Biathlon,Biathlon,SWE,4x7.5km relay,M,Bronze
1968,GRENOBLE,Skating,Speed skating,SWE,10000m,M,Bronze
1968,GRENOBLE,Skating,Speed skating,SWE,10000m,M,Gold
1968,GRENOBLE,Skiing,Cross Country S,SWE,10km,W,Gold
1968,GRENOBLE,Skiing,Cross Country S,SWE,15km,M,Bronze
1968,GRENOBLE,Skiing,Cross Country S,SWE,3x5km relay,W,Silver
1968,GRENOBLE,Skiing,Cross Country S,SWE,4x10km relay,M,Silver
1968,GRENOBLE,Skiing,Cross Country S,SWE,5km,W,Gold
1968,GRENOBLE,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver
1968,GRENOBLE,Skating,Figure skating,TCH,individual,W,Bronze
1968,GRENOBLE,Skiing,Ski Jumping,TCH,K120 individual (90m),M,Silver
1968,GRENOBLE,Skiing,Ski Jumping,TCH,K90 individual (70m),M,Gold
1968,GRENOBLE,Biathlon,Biathlon,URS,20km,M,Bronze
1968,GRENOBLE,Biathlon,Biathlon,URS,20km,M,Silver
1968,GRENOBLE,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
1968,GRENOBLE,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
1968,GRENOBLE,Skating,Figure skating,URS,pairs,X,Gold
1968,GRENOBLE,Skating,Figure skating,URS,pairs,X,Silver
1968,GRENOBLE,Skating,Speed skating,URS,1000m,W,Silver
1968,GRENOBLE,Skating,Speed skating,URS,500m,W,Gold
1968,GRENOBLE,Skiing,Cross Country S,URS,3x5km relay,W,Bronze
1968,GRENOBLE,Skiing,Cross Country S,URS,50km,M,Silver
1968,GRENOBLE,Skiing,Cross Country S,URS,5km,W,Bronze
1968,GRENOBLE,Skiing,Cross Country S,URS,5km,W,Silver
1968,GRENOBLE,Skiing,Ski Jumping,URS,K120 individual (90m),M,Gold
1968,GRENOBLE,Skating,Figure skating,USA,individual,M,Silver
1968,GRENOBLE,Skating,Figure skating,USA,individual,W,Gold
1968,GRENOBLE,Skating,Speed skating,USA,1000m,W,Bronze
1968,GRENOBLE,Skating,Speed skating,USA,500m,M,Silver
1968,GRENOBLE,Skating,Speed skating,USA,500m,W,Silver
1968,GRENOBLE,Skating,Speed skating,USA,500m,W,Silver
1968,GRENOBLE,Skating,Speed skating,USA,500m,W,Silver
1972,SAPPORO,Skating,Figure skating,AUT,individual,W,Gold
1972,SAPPORO,Skiing,Alpine Skiing,AUT,downhill,M,Bronze
1972,SAPPORO,Skiing,Alpine Skiing,AUT,downhill,W,Silver
1972,SAPPORO,Skiing,Alpine Skiing,AUT,giant slalom,W,Bronze
1972,SAPPORO,Skiing,Alpine Skiing,AUT,giant slalom,W,Silver
1972,SAPPORO,Skating,Figure skating,CAN,individual,W,Silver
1972,SAPPORO,Skiing,Alpine Skiing,ESP,slalom,M,Gold
1972,SAPPORO,Biathlon,Biathlon,FIN,4x7.5km relay,M,Silver
1972,SAPPORO,Skiing,Cross Country S,FIN,10km,W,Bronze
1972,SAPPORO,Skiing,Cross Country S,FIN,3x5km relay,W,Silver
1972,SAPPORO,Skiing,Cross Country S,FIN,5km,W,Silver
1972,SAPPORO,Skiing,Nordic Combined,FIN,individual,M,Silver
1972,SAPPORO,Skating,Figure skating,FRA,individual,M,Bronze
1972,SAPPORO,Skiing,Alpine Skiing,FRA,slalom,W,Bronze
1972,SAPPORO,Skiing,Alpine Skiing,FRA,slalom,W,Silver
1972,SAPPORO,Bobsleigh,Bobsleigh,FRG,four-man,M,Bronze
1972,SAPPORO,Bobsleigh,Bobsleigh,FRG,two-man,M,Gold
1972,SAPPORO,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver
1972,SAPPORO,Skating,Speed skating,FRG,1000m,W,Gold
1972,SAPPORO,Skating,Speed skating,FRG,500m,M,Gold
1972,SAPPORO,Biathlon,Biathlon,GDR,20km,M,Silver
1972,SAPPORO,Biathlon,Biathlon,GDR,4x7.5km relay,M,Bronze
1972,SAPPORO,Luge,Luge,GDR,doubles,X,Bronze
1972,SAPPORO,Luge,Luge,GDR,doubles,X,Gold
1972,SAPPORO,Luge,Luge,GDR,singles,M,Bronze
1972,SAPPORO,Luge,Luge,GDR,singles,M,Gold
1972,SAPPORO,Luge,Luge,GDR,singles,M,Silver
1972,SAPPORO,Luge,Luge,GDR,singles,W,Bronze
